year,school_name,major_code,major_name,college,planned_enrollment,retest_count,admitted_count,retest_ratio,retest_max_score,retest_min_score,retest_avg_score,retest_politics_avg,retest_english_subject,retest_english_avg,retest_math_subject,retest_math_avg,retest_prof_subject,retest_prof_avg,admitted_max_score,admitted_min_score,admitted_avg_score,admitted_politics_avg,admitted_english_subject,admitted_english_avg,admitted_math_subject,admitted_math_avg,admitted_prof_subject,admitted_prof_avg
2026,东北大学,085406,控制工程,005 信息科学与工程学院(中控),156,6,11,1.0,437.0,406.0,422.0,68.7,204英语二,78.7,302数学二,138.7,839自动控制原理及过程控制,136.2,437.0,406.0,422.0,,204英语二,,302数学二,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东北大学,085410,人工智能,005 信息科学与工程学院(佛山),29,6,6,1.0,415.0,388.0,396.7,69.2,204英语二,79.9,302数学二,132.5,839自动控制原理及过程控制,131.1,415.0,388.0,396.7,,204英语二,,302数学二,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东北大学,085410,人工智能,005 信息科学与工程学院,29,35,27,1.3,433.0,331.0,408.6,67.8,204英语二,78.9,302数学二,129.8,839自动控制原理及过程控制,132.2,433.0,331.0,413.4,,204英语二,,302数学二,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东北大学,085406,控制工程,005 信息科学与工程学院(具身智能),156,12,12,1.0,436.0,401.0,412.7,69.2,204英语二,79.9,302数学二,132.5,839自动控制原理及过程控制,131.1,436.0,401.0,412.7,,204英语二,,302数学二,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东北大学,0811J1,机器人科学与工程,019 机器人科学与工程学院,18,23,18,1.28,405.0,337.0,368.1,67.6,201英语一,64.5,301数学一,107.9,839自动控制原理及过程控制,128.0,405.0,341.0,374.7,,201英语一,,301数学一,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东北大学,085510,机器人工程,019 机器人科学与工程学院,14,8,5,1.6,446.0,350.0,399.1,69.5,204英语二,76.6,302数学二,123.0,839自动控制原理及过程控制,130.0,446.0,350.0,405.2,,204英语二,,302数学二,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东北大学,085510,机器人工程,019 机器人科学与工程学院(佛山),14,10,10,1.0,444.0,382.0,403.7,70.0,204英语二,77.5,302数学二,122.1,839自动控制原理及过程控制,134.1,444.0,382.0,403.7,,204英语二,,302数学二,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东北大学,085705,矿业工程,006 资源与土木工程学院,3,7,6,1.28,322.0,302.0,316.1,66.3,204英语二,68.4,302数学二,89.1,839自动控制原理及过程控制,92.3,322.0,312.0,318.5,,204英语二,,302数学二,,839自动控制原理及过程控制,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,大连理工大学,081100,控制科学与工程,590 (主校区)控制科学与工程学院,18,43,30,1.43,418.0,317.0,359.19,68.26,201英语一,66.35,301数学一,113.44,854自动控制原理,111.14,418.0,317.0,369.2,,201英语一,,301数学一,,854自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,大连理工大学,085406,控制工程,590 (主校区)控制科学与工程学院,94,160,114,1.4,424.0,328.0,364.19,68.29,201英语一,68.66,301数学一,112.88,854自动控制原理,114.38,424.0,328.0,371.48,,201英语一,,301数学一,,854自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,大连理工大学,089901,低空技术与工程,560 (主校区)力学与航空航天学院,1,7,7,1.0,388.0,303.0,348.0,66.14,201英语一,60.71,301数学一,109.43,854自动控制原理,111.71,388.0,303.0,348.0,,201英语一,,301数学一,,854自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,大连理工大学,080400,仪器科学与技术,420 (主校区)光电工程与仪器科学学院,5,32,19,1.68,423.0,311.0,358.88,66.0,201英语一,65.4,301数学一,100.0,821控制工程基础,127.5,423.0,318.0,368.63,,201英语一,,301数学一,,821控制工程基础,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,081100,控制科学与工程,006 自动化工程学院,30,,34,,,,,64.4,201英语一,75.76,301数学一,126.35,839自动控制原理,120.82,420.0,361.0,387.0,,201英语一,,301数学一,,839自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,085406,控制工程,006 自动化工程学院,27,,42,,,,,64.0,201英语一,74.8,301数学一,122.11,839自动控制原理,124.0,421.0,356.0,384.0,,201英语一,,301数学一,,839自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,086100,交通运输,006 自动化工程学院,8,,18,,,,,63.4,201英语一,70.6,301数学一,116.8,839自动控制原理,120.0,417.0,367.0,387.0,,201英语一,,301数学一,,839自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,080200,机械工程,004 机械与电气工程学院,12,,12,,,,,,201英语一,,301数学一,,862工程控制基础,,,,,,201英语一,,301数学一,,862工程控制基础,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,085500,机械,004 机械与电气工程学院,16,,19,,,,,,201英语一,,301数学一,,862工程控制基础,,,,,,201英语一,,301数学一,,862工程控制基础,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,081100,控制科学与工程,010 航空航天学院,2,,4,,,,,,201英语一,,301数学一,,839自动控制原理,,,,,,201英语一,,301数学一,,839自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,082500,航空宇航科学与技术,010 航空航天学院,21,,,,,,,,201英语一,,301数学一,,865 飞行器控制与信息工程基础,,,,,,201英语一,,301数学一,,865 飞行器控制与信息工程基础,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,086100,交通运输,010 航空航天学院,5,,18,,,,,,201英语一,,301数学一,,865 飞行器控制与信息工程基础,,,,,,201英语一,,301数学一,,865 飞行器控制与信息工程基础,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,085406,控制工程,028 电子科技大学(深圳）高等研究院,16,,18,,,,,64.0,201英语一,74.7,301数学一,119.0,839自动控制原理,122.9,411.0,361.0,380.7,,201英语一,,301数学一,,839自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,电子科技大学,085500,机械,028 电子科技大学(深圳）高等研究院,11,,17,,,,,62.5,201英语一,71.6,301数学一,115.8,862工程控制基础,130.3,406.0,349.0,385.0,,201英语一,,301数学一,,862工程控制基础,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,天津大学,085400,电子信息,202 精密仪器与光电子工程学院,100,1,1,1.0,326.0,326.0,326.0,,201英语一,,301数学一,,812自动控制理论,,326.0,326.0,326.0,,201英语一,,301数学一,,812自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,天津大学,081100,控制科学与工程,234 电气自动化与信息工程学院,3,4,4,1.0,379.0,327.0,357.0,63.0,201英语一,66.0,301数学一,110.0,812自动控制理论,118.0,379.0,327.0,357.0,,201英语一,,301数学一,,812自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,天津大学,085400,电子信息 03控制工程,234 电气自动化与信息工程学院,78,54,42,1.29,418.0,340.0,368.4,65.0,201英语一,71.0,301数学一,111.0,812自动控制理论,121.0,418.0,341.0,373.0,,201英语一,,301数学一,,812自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,天津大学,089906,低空技术与工程,234 电气自动化与信息工程学院,20,26,14,1.86,383.0,315.0,348.0,65.0,201英语一,66.7,301数学一,112.5,812自动控制理论,103.7,383.0,315.0,355.0,,201英语一,,301数学一,,812自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,天津大学,085400,电子信息,439 天津大学福州国际联合学院,100,18,12,1.5,425.0,338.0,369.0,65.9,201英语一,70.2,301数学一,111.3,812自动控制理论,121.5,425.0,348.0,380.0,,201英语一,,301数学一,,812自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,天津大学,085400,电子信息,248 未来技术学院,90,4,4,1.0,384.0,328.0,360.0,64.0,201英语一,69.0,301数学一,99.0,812自动控制理论,127.0,384.0,328.0,360.0,,201英语一,,301数学一,,812自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,天津大学,085900,土木水利,248 未来技术学院,20,1,1,1.0,324.0,324.0,324.0,,201英语一,,301数学一,,812自动控制理论,,324.0,324.0,324.0,,201英语一,,301数学一,,812自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,南开大学,081100,控制科学与工程,033 人工智能学院,11,13,11,1.18,428.0,313.0,358.8,64.2,201英语一,67.8,301数学一,110.2,809控制综合基础,116.6,428.0,318.0,366.9,,201英语一,,301数学一,,809控制综合基础,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,南开大学,085400,电子信息01控制工程,033 人工智能学院,28,35,28,1.25,448.0,372.0,413.4,66.7,204英语二,80.8,302数学二,128.3,810自动控制原理,137.7,448.0,372.0,416.2,,204英语二,,302数学二,,810自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,南开大学,085400,电子信息02人工智能,033 人工智能学院,30,38,30,1.27,445.0,342.0,414.6,66.1,204英语二,79.1,302数学二,132.1,810自动控制原理,137.3,445.0,342.0,417.4,,204英语二,,302数学二,,810自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,081100,控制科学与工程,080 电子与信息工程学院,17,136,87,1.56,429.0,365.0,391.0,,201英语一/242德语任选一门,,301数学一,,825自动控制原理,,429.0,368.0,394.0,,201英语一/242德语任选一门,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,085400,电子信息 07智慧农业与生态,080 电子与信息工程学院,3,42,28,1.5,423.0,335.0,388.0,,"201英语一/242德语任选一门（03,04）",,301数学一,,825自动控制原理,,423.0,367.0,395.0,,"201英语一/242德语任选一门（03,04）",,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,085400,电子信息 03 人工智能与自动化工程,080 电子与信息工程学院,70,,,,,,,,"201英语一/242德语任选一门（03,04）",,301数学一,,825自动控制原理,,,,,,"201英语一/242德语任选一门（03,04）",,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,085400,电子信息 04 人工智能与自动化工程（中德平台）,080 电子与信息工程学院,10,,,,,,,,"201英语一/242德语任选一门（03,04）",,301数学一,,825自动控制原理,,,,,,"201英语一/242德语任选一门（03,04）",,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,081101,控制理论与控制工程,080 电子与信息工程学院,1,,,,,,,,201英语一/242德语任选一门,,301数学一,,825自动控制原理,,,,,,201英语一/242德语任选一门,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,080204,车辆工程,180 汽车学院,16,,,,,,,, 201英语一或242德语,,301数学一,,825自动控制原理,,,,,, 201英语一或242德语,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,080703,动力机械及工程,180 汽车学院,1,,,,,,,, 201英语一或242德语,,301数学一,,825自动控制原理,,,,,, 201英语一或242德语,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,085500,机械,180 汽车学院,16,,,,,,,,201英语（一）或203日语或241法语或242德语,,301数学一,,825自动控制原理,,,,,,201英语（一）或203日语或241法语或242德语,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,085800,能源动力,180 汽车学院,10,,,,,,,,201英语（一）或242德语,,301数学一,,825自动控制原理,,,,,,201英语（一）或242德语,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,086100,交通运输,180 汽车学院,6,,,,,,,,201英语（一）或203日语或241法语或242德语,,301数学一,,825自动控制原理,,,,,,201英语（一）或203日语或241法语或242德语,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,同济大学,089902,智能电动车辆,180 汽车学院,2,,,,,,,,201英语（一）或203日语或241法语或242德语,,301数学一,,825自动控制原理,,,,,,201英语（一）或203日语或241法语或242德语,,301数学一,,825自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,武汉大学,081100,控制科学与工程,226 机器人学院,1,3,3,1.0,,,,,201英语一,,301数学一,,856自动控制原理,,,,,,201英语一,,301数学一,,856自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,武汉大学,085406,控制工程,226 机器人学院,15,40,38,1.05,434.0,386.0,403.9,61.8,204英语二,77.7,302数学二,132.7,856自动控制原理,131.7,434.0,388.0,404.8,,204英语二,,302数学二,,856自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,武汉大学,0863S1,机器人技术,226 机器人学院,28,18,17,1.05,411.0,309.0,360.9,59.1,204英语二,69.9,302数学二,110.7,856自动控制原理,121.2,411.0,309.0,361.5,,204英语二,,302数学二,,856自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,中山大学,081100,控制科学与工程,766 智能工程学院,5,20,10,2.0,428.0,366.0,386.6,71.2,201英语一,70.0,301数学一,117.1,889自动控制原理,128.2,428.0,381.0,398.0,,201英语一,,301数学一,,889自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,中山大学,081100,控制科学与工程,724 人工智能学院,1,2,1,2.0,320.0,315.0,317.5,72.0,201英语一,56.0,301数学一,92.0,889自动控制原理,97.5,320.0,320.0,320.0,,201英语一,,301数学一,,889自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东南大学,081100,控制科学与工程,008 自动化学院,12,27,19,1.42,428.0,270.0,391.1,65.6,201英语一,70.4,301数学一,124.7,835自动控制原理（经典部分）,130.4,428.0,270.0,393.0,,201英语一,,301数学一,,835自动控制原理（经典部分）,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东南大学,085400,电子信息,008 自动化学院,29,87,60,1.45,439.0,391.0,405.0,66.4,201英语一,74.9,301数学一,128.3,835自动控制原理（经典部分）,135.5,439.0,391.0,409.5,,201英语一,,301数学一,,835自动控制原理（经典部分）,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,东南大学,085400,电子信息 02新一代电子信息技术,084 苏州联合研究生院,31,60,43,1.4,406.0,349.0,373.6,64.5,201英语一,72.1,301数学一,110.3,835自动控制原理,126.7,406.0,355.0,378.8,,201英语一,,301数学一,,835自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,0802J1,智能仪器与装备,270 萨本栋微米纳米科学技术研究院,2,3,2,1.5,371.0,304.0,337.0,,201英语一,,301数学一,,844自动控制原理,,,,,,201英语一,,301数学一,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,085406,控制工程,270 萨本栋微米纳米科学技术研究院,5,14,7,2.0,431.0,330.0,380.0,,204英语二,,302数学二,,844自动控制原理,,,,,,204英语二,,302数学二,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,085407,仪器仪表工程,270 萨本栋微米纳米科学技术研究院,5,3,3,1.0,430.0,354.0,381.0,,204英语二,,302数学二,,844自动控制原理,,,,,,204英语二,,302数学二,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,085808,储能技术,230 能源学院,4,22,13,1.69,403.0,341.0,386.0,,204英语二,,302数学二,,844自动控制原理,,,,,,204英语二,,302数学二,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,089901,先进能源,230 能源学院,2,7,5,1.4,358.0,275.0,314.0,,201英语一,,302数学二,,844自动控制原理,,,,,,201英语一,,302数学二,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,085406,控制工程,400 航空航天,5,41,28,1.46,449.0,348.0,401.0,,204英语二,,301数学一,,844自动控制原理,,,,,,204英语二,,301数学一,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,085004,航天工程,400 航空航天,7,20,16,1.25,409.0,341.0,392.0,,201英语一,,302数学二,,844自动控制原理,,,,,,201英语一,,302数学二,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,厦门大学,0825J2,低空经济,400 航空航天,3,8,5,1.6,386.0,302.0,338.0,,201英语一,,301数学一,,844自动控制原理,,,,,,201英语一,,301数学一,,844自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程01,206 自动化学院,5,,7,,,,,,201英语一,,301数学一,,810自动控制理论,,424.0,369.0,398.7,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程02,206 自动化学院,7,,7,,,,,,201英语一,,301数学一,,810自动控制理论,,416.0,363.0,396.4,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程03,206 自动化学院,5,,5,,,,,,201英语一,,301数学一,,810自动控制理论,,439.0,331.0,379.4,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程04,206 自动化学院,7,,9,,,,,,201英语一,,301数学一,,810自动控制理论,,408.0,367.0,387.0,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程05,206 自动化学院,6,,7,,,,,,201英语一,,301数学一,,810自动控制理论,,409.0,374.0,396.7,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程06,206 自动化学院,5,,6,,,,,,201英语一,,301数学一,,810自动控制理论,,396.0,312.0,363.7,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,085406,控制工程,206 自动化学院,33,,66,,,,,,201英语一,,301数学一,,810自动控制理论,,434.0,321.0,401.5,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,085410,人工智能,206 自动化学院,6,,8,,,,,,201英语一,,301数学一,,810自动控制理论,,381.0,319.0,347.8,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,089903,低空技术与工程 02方向,206 自动化学院,2,0,0,,400.0,313.0,353.6,,201英语一或202俄语或203日语,,301数学一,,810自动控制理论,,,,,,201英语一或202俄语或203日语,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程 01方向,280 珠海校区,6,6,,,,,,,201英语一,,301数学一,,810自动控制理论,,,,,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程 02方向,280 珠海校区,4,4,,,,,,,,,,,,,,,,,,,,,,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程 03方向,280 珠海校区,4,4,,,,,,,,,,,,,,,,,,,,,,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程 04方向,280 珠海校区,4,4,,,,,,,,,,,,,,,,,,,,,,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程 05方向,280 珠海校区,,0,,,,,,,,,,,,,,,,,,,,,,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,081100,控制科学与工程 05方向,280 珠海校区,,2,,,,,,,,,,,,,,,,,,,,,,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,082400,船舶与海洋工程 02方向,280 珠海校区,3,3,,,,,,,201英语一,,301数学一,,810自动控制理论,,,,,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,082500,航空宇航科学与技术 02方向,280 珠海校区,2,3,,,,,,,201英语一,,301数学一,,810自动控制理论,,,,,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,085406,控制工程,280 珠海校区,6,59,,,,,,,201英语一,,301数学一,,810自动控制理论,,,,,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,085410,人工智能 01方向,280 珠海校区,3,7,,,,,,,201英语一,,301数学一,,810自动控制理论,,,,,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,082500,航空宇航科学与技术 02飞行动力学与控制,201 空天学院,10,,37,,,,,,201英语一,,301数学一,,810自动控制理论,,409.0,296.0,348.0,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,北京理工大学,085410,人工智能,246 人工智能学院,4,,16,,,,,,201英语一,,301数学一,,810自动控制理论,,397.0,321.0,352.8,,201英语一,,301数学一,,810自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,四川大学,081100,控制科学与工程,303 电气工程学院,3,8,5,1.6,,,,,201英语一,,301数学一,,871自动控制原理,,,,,,201英语一,,301数学一,,871自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,四川大学,085400,电子信息,303 电气工程学院,23,42,27,1.56,,,,,204英语二,,302数学二,,871自动控制原理,,,,,,204英语二,,302数学二,,871自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,四川大学,082500,航空宇航科学与技术,621 空天科学与工程学院,4,4,4,1.0,,,,,201英语一,,301数学一,,871自动控制原理,,,,,,201英语一,,301数学一,,871自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,四川大学,085503,航空工程,621 空天科学与工程学院,8,19,14,1.35,,,,,204英语二,,302数学二,,871自动控制原理,,,,,,204英语二,,302数学二,,871自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,081100,控制科学与工程,009 自动化学院,51,67,43,1.55,,,,,"201 英语（一）
或 242 俄语（一外）",,301数学一,,821自动控制原理,,428.0,378.0,401.47,,"201 英语（一）
或 242 俄语（一外）",,301数学一,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085406,控制工程,009 自动化学院,39,53,36,1.47,,,,,201英语一,,301数学一,,821自动控制原理,,429.0,379.0,406.0,,201英语一,,301数学一,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085407,仪器仪表工程,009 自动化学院,2,0,0,,,,,,201英语一,,301数学一,,821自动控制原理,,,,,,201英语一,,301数学一,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085410,人工智能,009 自动化学院,10,13,7,1.85,,,,,201英语一,,301数学一,,821自动控制原理,,400.0,367.0,383.0,,201英语一,,301数学一,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085510,机器人工程,009 自动化学院,6,5,4,1.25,,,,,201英语一,,301数学一,,821自动控制原理,,416.0,388.0,347.0,,201英语一,,301数学一,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,081100,控制科学与工程,003 航海学院,6,8,6,1.33,404.0,381.0,388.9,,201英语一,,301数学一,,821自动控制原理,,404.0,381.0,390.5,67.1,201英语一,69.2,301数学一,123.8,821自动控制原理,128.8,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085406,控制工程,003 航海学院,18,26,17,1.52,437.0,380.0,405.4,,204英语二,,302数学二,,821自动控制原理,,437.0,380.0,409.5,62.0,204英语二,71.0,302数学二,121.0,821自动控制原理,118.0,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,082600,兵器科学与技术,003 航海学院,29,3,3,1.0,381.0,315.0,355.0,,201英语一,,301数学一,,821自动控制原理,,381.0,315.0,355.0,65.0,201英语一,72.0,301数学一,99.7,821自动控制原理,118.3,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,089902,无人系统科学与技术,021 无人系统技术研究院,10,3,3,1.0,419.0,351.0,375.6,64.7,201英语一,72.0,301数学一,111.3,821自动控制原理,127.7,419.0,351.0,375.6,,201英语一,,301数学一,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085406,控制工程,021 无人系统技术研究院,11,29,17,1.71,424.0,361.0,389.9,65.2,204英语二,78.9,302数学二,126.4,821自动控制原理,119.3,424.0,362.0,397.5,,204英语二,,302数学二,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085406,控制工程,007 动力与能源学院,1,2,0,,,,,,204英语二,,302数学二,,821自动控制原理,,,,,,204英语二,,302数学二,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,081100,控制科学与工程,007 动力与能源学院,1,,,,,,,,201英语一,,301数学一,,821自动控制原理,,,,,,201英语一,,301数学一,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,西北工业大学,085407,仪器仪表工程,005 机电学院,19,,0,,,,,,204英语二,,302数学二,,821自动控制原理,,,,,,204英语二,,302数学二,,821自动控制原理,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,重庆大学,081100,控制科学与工程,013 自动化学院,30,94,51,1.84,429.0,278.0,372.98,68.8,201英语一,65.59,301数学一,107.48,844自动控制原理二,131.12,429.0,278.0,385.37,,201英语一,,301数学一,,844自动控制原理二,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,重庆大学,085400,电子信息,013 自动化学院,61,194,96,2.02,447.0,340.0,391.06,68.18,204英语二,76.3,302数学二,118.18,844自动控制原理二,128.4,447.0,353.0,408.13,,204英语二,,302数学二,,844自动控制原理二,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,重庆大学,089903,低空技术与工程,013 自动化学院,4,,1,,,,,,201英语一,,301数学一,,844自动控制原理二,,,,,,201英语一,,301数学一,,844自动控制原理二,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
2026,中国海洋大学,081100,控制科学与工程,009 工程学院,5,2,1,2.0,294.0,287.0,290.5,54.5,201英语一,49.0,301数学一,98.5,842自动控制理论,88.5,287.0,287.0,287.0,,201英语一,,301数学一,,842自动控制理论,,20260818_002109_27考研择校宝典_录取数据表_0815.xlsx
