school_name,book_text
河南大学,《信号与系统》奥本海姆(电子工业出板社第2版)
河南大学,复试科目
河南大学,信号与系统（学硕），技能测试（专硕）
河南大学,复试参考书
河南大学,《信号与系统》奥本海姆(电子工业出板社第2版)
河南科技大学,823 自动控制原理
河南科技大学,胡寿松，《自动控制原理》第五版，科学出版社
哈尔滨理工大学,《自动控制原理》孙晓波 李双全 王海英 科学出版社　2011
华东交通大学,811 自动控制理论
华东交通大学,《自动控制原理》（经典控制部分）（第 7 版），胡寿松，科学出版社，2019
东北电力大学,841自动控制原理：
东北电力大学,《自动控制原理》(第7版)胡寿松科学出版社/2019
东北电力大学,《现代控制理论》(第3版)刘豹机械工业出版社/2011
黑龙江大学,830 自动控制原理/890自控原理
黑龙江大学,1．《自动控制原理》，孙亮、杨鹏主编，北京工业大学出版社
黑龙江大学,2．《自动控制原理》，高国燊、余文杰编著，华南理工大学出版社
黑龙江大学,3．《自动控制原理》，胡寿松编，国防工业出版社
辽宁工业大学,《自动控制原理》（第二版），程鹏，高等教育出版社
辽宁石油化工大学,"[1]翟春艳.自动控制原理[M].北京:中国石化出版社, 2015"
辽宁石油化工大学,"[2]胡寿松.自动控制原理（第六版）[M].北京:科学出版社, 2015"
长春工业大学,806 自动控制原理
长春工业大学,《自动控制原理（第八版）》，占 80%，胡寿松，姜斌，张绍杰主编，科学出版社，2023 年 8 月出版。
长春工业大学,《现代控制理论基础（第二版）》，占 20%，施颂椒、陈学中、杜秀华编著，高等教育出版社，2009 年
长春工业大学,5 月出版。
沈阳工业大学,《自动控制原理》第七版 科学出版社 胡寿松 2019年
沈阳航空航天大学,《自动控制原理》，胡寿松，科学出版社，第 4 版
沈阳理工大学,811自动控制原理
沈阳理工大学,自动控制原理 第三版 国防工业出版社 王划一等
内蒙古科技大学,《自动控制原理》胡寿松著，科学出版社，2019年第七版
湖州师范学院,882自动控制理论
湖州师范学院,《自动控制理论》（第三版） 邹伯敏编著，北京:机械工业出版社 2007
湖州师范学院,《自动控制原理》（第 3 版） 王万良编著，北京：高等教育出版社 2014
湖州师范学院,《现代控制理论（第三版））》 刘豹，唐万生 编著，北京：机械工业出版
湖州师范学院,社，2015
四川轻化工大学,809自动控制原理
四川轻化工大学,"《自动控制原理》(第六版),胡寿松,科学出版社"
